================================================================================= 
=== UFF - Doutorado em Computação - Aplicaçoes em Sistemas de Potencia        === 
=== ESTIMADOR DE ESTADO MÍNIMOS QUADRADOS PONDERADOS INCLUINDO MEDIDAS DE PMU === 
=== Desenvolvido por: Rui Menezes de Moraes - 2009                            === 
================================================================================= 
Arquivo de medidores:          .\med\full_pmu_marcio.med
Arquivo do sistema:            .\sist\ieee14.cdf
Tolerância entre iteraçoes:    1.00e-005
Limite de iteraçoes:           10

--- DADOS DA REDE --------------------------------------------------------------- 
Data do caso:                  08/19/93
Origem:                        UW ARCHIVE          
MVA base:                      100
Ano:                           1962
Estação:                       W
Identificação:                 IEEE 14 Bus Test Case
Número de barras:              14 
Número de ramos:               20 
Referência na barra:           1

--- TELEMEDIDAS ------------------------------------------------------------------
    Tipo 1 = Fluxo de potencia ativa        Tipo  6 = Módulo da tensão            
    Tipo 2 = Injeção de potencia ativa      Tipo  7 = Corrente de ramo (real)     
    Tipo 3 = Ângulo de fase da tensão       Tipo  8 = Corrente de ramo (imag)     
    Tipo 4 = Fluxo de potencia reativa      Tipo  9 = Injeção de corrente (real)  
    Tipo 5 = Injeção de potencia reativa    Tipo 10 = Injeção de corrente (imag)  
----------------------------------------------------------------------------------
   N    D    P TP  PN ST   Exa   FS       DP      V_Ref      V_Med          E(%) 
  13    0   13  6  13  0 0.010 01.0  0.00000   +1.05000   +1.05068     +0.064762 
  14    0   14  6  14  0 0.010 01.0  0.00000   +1.03600   +1.03940     +0.328185 
  17    0    3  3   3  0 0.020 01.0  0.00000   -0.22218   -0.22206     -0.054010 
  18    0    4  3   4  0 0.020 01.0  0.00000   -0.17994   -0.17994     +0.000000 
  19    0    5  3   5  0 0.020 01.0  0.00000   -0.15307   -0.15308     +0.006533 
  20    0    6  3   6  0 0.020 01.0  0.00000   -0.24819   -0.24828     +0.036263 
  21    0    7  3   7  0 0.020 01.0  0.00000   -0.23318   -0.23314     -0.017154 
  22    0    8  3   8  0 0.020 01.0  0.00000   -0.23318   -0.23333     +0.064328 
  23    0    9  3   9  0 0.020 01.0  0.00000   -0.26075   -0.26067     -0.030681 
  24    0   10  3  10  0 0.020 01.0  0.00000   -0.26354   -0.26336     -0.068301 
  25    0   11  3  11  0 0.020 01.0  0.00000   -0.25813   -0.25821     +0.030992 
  26    0   12  3  12  0 0.020 01.0  0.00000   -0.26320   -0.26310     -0.037994 
  27    0   13  3  13  0 0.020 01.0  0.00000   -0.26459   -0.26445     -0.052912 
  28    0   14  3  14  0 0.020 01.0  0.00000   -0.27978   -0.27996     +0.064336 
  77    2    1  7   2  0 0.010 01.0  0.00002   -1.47689   -1.46993     -0.471261 
  59    2    3  7   2  0 0.010 01.0  0.00001   +0.69588   +0.69402     -0.267287 
  60    2    4  7   2  0 0.010 01.0  0.00000   +0.53613   +0.53707     +0.175331 
  61    2    5  7   2  0 0.010 01.0  0.00000   +0.39426   +0.39455     +0.073556 
 117    2    1  8   2  0 0.010 01.0  0.00000   -0.13685   -0.13727     +0.306905 
  99    2    3  8   2  0 0.010 01.0  0.00000   -0.09477   -0.09419     -0.612008 
 100    2    4  8   2  0 0.025 01.0  0.00000   -0.03010   -0.02990     -0.664452 
 101    2    5  8   2  0 0.010 01.0  0.00000   -0.04305   -0.04340     +0.813008 
  30    0    2  9   2  0 0.010 01.0  0.00000   +0.14938   +0.14821     -0.783237 
  44    0    2 10   2  0 0.010 01.0  0.00000   -0.30477   -0.30584     +0.351084 
  57    1    2  7   1  0 0.010 01.0  0.00000   +1.47929   +1.48322     +0.265668 
  58    1    5  7   1  0 0.010 01.0  0.00000   +0.71188   +0.71563     +0.526774 
  62    3    4  7   3  0 0.010 01.0  0.00000   -0.23572   -0.23424     -0.627864 
  63    4    5  7   4  0 0.010 01.0  0.00000   -0.62022   -0.62111     +0.143497 
  64    4    7  7   4  0 0.010 01.0  0.00000   +0.28898   +0.28651     -0.854730 
  65    4    9  7   4  0 0.010 01.0  0.00000   +0.15625   +0.15521     -0.665600 
  66    5    6  7   5  0 0.010 01.0  0.00000   +0.40858   +0.40515     -0.839493 
  67    6   11  7   6  0 0.010 01.0  0.00000   +0.05839   +0.05835     -0.068505 
  68    6   12  7   6  0 0.010 01.0  0.00000   +0.06525   +0.06551     +0.398467 
  69    6   13  7   6  0 0.010 01.0  0.00000   +0.14532   +0.14478     -0.371594 
  70    7    8  7   7  0 0.010 01.0  0.00000   +0.03675   +0.03649     -0.707483 
  71    7    9  7   7  0 0.010 01.0  0.00000   +0.24404   +0.24572     +0.688412 
  72    9   10  7   9  0 0.010 01.0  0.00000   +0.03784   +0.03754     -0.792812 
  73    9   14  7   9  0 0.010 01.0  0.00000   +0.07692   +0.07718     +0.338014 
  74   10   11  7  10  0 0.010 01.0  0.00000   -0.03111   -0.03128     +0.546448 
  75   12   13  7  12  0 0.010 01.0  0.00000   +0.01323   +0.01335     +0.907029 
  76   13   14  7  13  0 0.010 01.0  0.00000   +0.04677   +0.04659     -0.384862 
  78    5    1  7   5  0 0.010 01.0  0.00000   -0.70804   -0.71141     +0.475962 
  79    3    2  7   3  0 0.010 01.0  0.00000   -0.68905   -0.68299     -0.879472 
  80    4    2  7   4  0 0.010 01.0  0.00000   -0.53146   -0.53296     +0.282241 
  81    5    2  7   5  0 0.010 01.0  0.00000   -0.38998   -0.39150     +0.389764 
  82    4    3  7   4  0 0.010 01.0  0.00000   +0.23831   +0.23631     -0.839243 
  83    5    4  7   5  0 0.010 01.0  0.00000   +0.62022   +0.61637     -0.620747 
  84    7    4  7   7  0 0.010 01.0  0.00000   -0.28262   -0.28467     +0.725356 
  85    9    4  7   9  0 0.010 01.0  0.00000   -0.15142   -0.15183     +0.270770 
  86    6    5  7   6  0 0.010 01.0  0.00000   -0.38082   -0.38228     +0.383383 
  87   11    6  7  11  0 0.010 01.0  0.00000   -0.05839   -0.05891     +0.890563 
  88   12    6  7  12  0 0.010 01.0  0.00000   -0.06526   -0.06549     +0.352436 
  89   13    6  7  13  0 0.010 01.0  0.00000   -0.14532   -0.14397     -0.928984 
  90    8    7  7   8  0 0.010 01.0  0.00000   -0.03672   -0.03658     -0.381264 
  91    9    7  7   9  0 0.010 01.0  0.00000   -0.24406   -0.24351     -0.225354 
  92   10    9  7  10  0 0.010 01.0  0.00000   -0.03783   -0.03757     -0.687285 
  93   14    9  7  14  0 0.010 01.0  0.00000   -0.07691   -0.07728     +0.481082 
  94   11   10  7  11  0 0.010 01.0  0.00000   +0.03111   +0.03132     +0.675024 
  95   13   12  7  13  0 0.015 01.0  0.00000   -0.01322   -0.01315     -0.529501 
  96   14   13  7  14  0 0.010 01.0  0.00000   -0.04676   -0.04702     +0.556031 
  97    1    2  8   1  0 0.010 01.0  0.00000   +0.19232   +0.19400     +0.873544 
  98    1    5  8   1  0 0.010 01.0  0.00000   -0.03428   -0.03399     -0.845974 
 102    3    4  8   3  0 0.010 01.0  0.00000   +0.00917   +0.00909     -0.872410 
 103    4    5  8   4  0 0.010 01.0  0.00000   -0.04177   -0.04152     -0.598516 
 104    4    7  8   4  0 0.010 01.0  0.00000   +0.04471   +0.04429     -0.939387 
 105    4    9  8   4  0 0.010 01.0  0.00000   -0.02473   -0.02458     -0.606551 
 106    5    6  8   5  0 0.010 01.0  0.00000   -0.18914   -0.19045     +0.692609 
 107    6   11  8   6  0 0.010 01.0  0.00000   -0.04871   -0.04881     +0.205297 
 108    6   12  8   6  0 0.010 01.0  0.00000   -0.04114   -0.04107     -0.170151 
 109    6   13  8   6  0 0.010 01.0  0.00000   -0.10855   -0.10896     +0.377706 
 110    7    8  8   7  0 0.010 01.0  0.00000   +0.15464   +0.15410     -0.349198 
 111    7    9  8   7  0 0.010 01.0  0.00000   -0.11781   -0.11819     +0.322553 
 112    9   10  8   9  0 0.010 01.0  0.00000   -0.05192   -0.05172     -0.385208 
 113    9   14  8   9  0 0.010 01.0  0.00000   -0.05477   -0.05482     +0.091291 
 114   10   11  8  10  0 0.010 01.0  0.00000   +0.02454   +0.02469     +0.611247 
 115   12   13  8  12  0 0.010 01.0  0.00000   -0.01144   -0.01148     +0.349650 
 116   13   14  8  13  0 0.010 01.0  0.00000   -0.02800   -0.02816     +0.571429 
 118    5    1  8   5  0 0.010 01.0  0.00000   +0.08528   +0.08503     -0.293152 
 119    3    2  8   3  0 0.010 01.0  0.00000   +0.13902   +0.13829     -0.525104 
 120    4    2  8   4  0 0.010 01.0  0.00000   +0.06500   +0.06449     -0.784615 
 121    5    2  8   5  0 0.010 01.0  0.00000   +0.07856   +0.07918     +0.789206 
 122    4    3  8   4  0 0.055 01.0  0.00000   +0.00341   +0.00342     +0.293255 
 123    5    4  8   5  0 0.010 01.0  0.00000   +0.04188   +0.04166     -0.525310 
 124    7    4  8   7  0 0.010 01.0  0.00000   -0.04378   -0.04339     -0.890818 
 125    9    4  8   9  0 0.010 01.0  0.00000   +0.02391   +0.02393     +0.083647 
 126    6    5  8   6  0 0.010 01.0  0.00000   +0.17621   +0.17659     +0.215652 
 127   11    6  8  11  0 0.010 01.0  0.00000   +0.04871   +0.04832     -0.800657 
 128   12    6  8  12  0 0.010 01.0  0.00000   +0.04113   +0.04093     -0.486263 
 129   13    6  8  13  0 0.010 01.0  0.00000   +0.10856   +0.10798     -0.534267 
 130    8    7  8   8  0 0.010 01.0  0.00000   -0.15465   -0.15347     -0.763013 
 131    9    7  8   9  0 0.010 01.0  0.00000   +0.11777   +0.11788     +0.093402 
 132   10    9  8  10  0 0.010 01.0  0.00000   +0.05192   +0.05166     -0.500770 
 133   14    9  8  14  0 0.010 01.0  0.00000   +0.05478   +0.05470     -0.146039 
 134   11   10  8  11  0 0.015 01.0  0.00000   -0.02454   -0.02438     -0.651997 
 135   13   12  8  13  0 0.010 01.0  0.00000   +0.01144   +0.01139     -0.437063 
 136   14   13  8  14  0 0.010 01.0  0.00000   +0.02801   +0.02810     +0.321314 
  29    0    1  9   1  0 0.010 01.0  0.00000   +2.19118   +2.19829     +0.324483 
  31    0    3  9   3  0 0.010 01.0  0.00000   -0.92477   -0.91867     -0.659623 
  32    0    4  9   4  0 0.010 01.0  0.00000   -0.46812   -0.46512     -0.640861 
  33    0    5  9   5  0 0.010 01.0  0.00000   -0.06922   -0.06950     +0.404507 
  34    0    6  9   6  0 0.010 01.0  0.00000   -0.11185   -0.11116     -0.616898 
  35    0    7  9   7  0 0.010 01.0  0.00000   -0.00182   -0.00181     -0.549451 
  36    0    8  9   8  0 0.010 01.0  0.00000   -0.03672   -0.03646     -0.708061 
  37    0    9  9   9  0 0.010 01.0  0.00000   -0.22900   -0.22916     +0.069869 
  38    0   10  9  10  0 0.010 01.0  0.00000   -0.06894   -0.06855     -0.565709 
  39    0   11  9  11  0 0.010 01.0  0.00000   -0.02727   -0.02748     +0.770077 
  40    0   12  9  12  0 0.010 01.0  0.00000   -0.05203   -0.05159     -0.845666 
  41    0   13  9  13  0 0.010 01.0  0.00000   -0.11178   -0.11127     -0.456253 
  42    0   14  9  14  0 0.010 01.0  0.00000   -0.12367   -0.12307     -0.485162 
  43    0    1 10   1  0 0.010 01.0  0.00000   +0.15803   +0.15908     +0.664431 
  45    0    3 10   3  0 0.010 01.0  0.00000   +0.14820   +0.14746     -0.499325 
  46    0    4 10   4  0 0.010 01.0  0.00000   +0.04662   +0.04679     +0.364650 
  47    0    5 10   5  0 0.010 01.0  0.00000   +0.01659   +0.01650     -0.542495 
  48    0    6 10   6  0 0.010 01.0  0.00000   -0.02219   -0.02223     +0.180261 
  49    0    7 10   7  0 0.010 01.0  0.00000   -0.00695   -0.00699     +0.575540 
  50    0    8 10   8  0 0.010 01.0  0.00000   -0.15465   -0.15482     +0.109926 
  51    0    9 10   9  0 0.010 01.0  0.00000   +0.22885   +0.22756     -0.563688 
  52    0   10 10  10  0 0.010 01.0  0.00000   +0.07647   +0.07674     +0.353080 
  53    0   11 10  11  0 0.010 01.0  0.00000   +0.02416   +0.02406     -0.413907 
  54    0   12 10  12  0 0.010 01.0  0.00000   +0.02968   +0.02939     -0.977089 
  55    0   13 10  13  0 0.010 01.0  0.00000   +0.09200   +0.09214     +0.152174 
  56    0   14 10  14  0 0.010 01.0  0.00000   +0.08280   +0.08235     -0.543478 
----------------------------------------------------------------------------------
Número de medidores SCADA:     0
Número de PMUs:                14
Número de medidas das PMUs:    136
----------------------------------------------------------------------------------

Matriz de pesos formada com as covariâncias das telemedidas.
Medidas de ângulo: 
Barra: 1
Barra: 2
Barra: 3
Barra: 4
Barra: 5
Barra: 6
Barra: 7
Barra: 8
Barra: 9
Barra: 10
Barra: 11
Barra: 12
Barra: 13
Barra: 14
Não há medidores desabilitados.
============= Estado Ref =============== Estado Est ================ TVE =========
Barra     Mod(pu)    Ang(graus)      Mod(pu)   Ang(graus)            (%)         
----------------------------------------------------------------------------------
   1       1.0600         0.00        1.0000         0.00          5.6604 
   2       1.0450        -4.98        1.0000         0.00          9.5284 
   3       1.0100       -12.73        1.0000         0.00         22.0845 
   4       1.0180       -10.31        1.0000         0.00         17.8981 
   5       1.0200        -8.77        1.0000         0.00         15.2674 
   6       1.0700       -14.22        1.0000         0.00         24.8096 
   7       1.0620       -13.36        1.0000         0.00         23.3181 
   8       1.0900       -13.36        1.0000         0.00         23.7642 
   9       1.0560       -14.94        1.0000         0.00         25.8523 
  10       1.0510       -15.10        1.0000         0.00         26.0880 
  11       1.0570       -14.79        1.0000         0.00         25.6123 
  12       1.0550       -15.08        1.0000         0.00         26.0769 
  13       1.0500       -15.16        1.0000         0.00         26.1829 
  14       1.0360       -16.03        1.0000         0.00         27.6172 
----------------------------------------------------------------------------------
Convergiu em:    0 iteraçoes com TVE medio de    21.4114 
----------------------------------------------------------------------------------
--- RESIDUOS NORMALIZADOS --------------------------------------------------------
--- Ângulo de fase da tensão    --------------------------------------------------
   N    D    P  TP      Real     Medido   Estimado      Med-Est        rn 
----------------------------------------------------------------------------------
  28    0   14  3    -0.2798    -0.2800    +0.0000  -2.7996e-001   2621.546 
  17    0    3  3    -0.2222    -0.2221    +0.0000  -2.2206e-001   2486.308 
  27    0   13  3    -0.2646    -0.2645    +0.0000  -2.6445e-001   2440.997 
  26    0   12  3    -0.2632    -0.2631    +0.0000  -2.6310e-001   2428.690 
  24    0   10  3    -0.2635    -0.2634    +0.0000  -2.6336e-001   2405.106 
  23    0    9  3    -0.2607    -0.2607    +0.0000  -2.6067e-001   2381.044 
  25    0   11  3    -0.2581    -0.2582    +0.0000  -2.5821e-001   2349.309 
  20    0    6  3    -0.2482    -0.2483    +0.0000  -2.4828e-001   2262.310 
  22    0    8  3    -0.2332    -0.2333    +0.0000  -2.3333e-001   2120.582 
  21    0    7  3    -0.2332    -0.2331    +0.0000  -2.3314e-001   2099.290 
  18    0    4  3    -0.1799    -0.1799    +0.0000  -1.7994e-001   1687.102 
  19    0    5  3    -0.1531    -0.1531    +0.0000  -1.5308e-001   1399.651 
  16    0    2  3    -0.0869    -0.0869    +0.0000  -8.6940e-002    832.775 
  15    0    1  3    +0.0000    -0.0000    +0.0000  -2.0000e-005      0.237 
--- Módulo da tensão            --------------------------------------------------
   N    D    P  TP      Real     Medido   Estimado      Med-Est        rn 
----------------------------------------------------------------------------------
   8    0    8  6    +1.0900    +1.0898    +1.0000  +8.9780e-002     25.214 
   6    0    6  6    +1.0700    +1.0703    +1.0000  +7.0300e-002     20.140 
  12    0   12  6    +1.0550    +1.0600    +1.0000  +6.0030e-002     17.368 
  11    0   11  6    +1.0570    +1.0556    +1.0000  +5.5620e-002     16.161 
   7    0    7  6    +1.0620    +1.0555    +1.0000  +5.5540e-002     16.131 
   1    0    1  6    +1.0600    +1.0556    +1.0000  +5.5590e-002     16.128 
  13    0   13  6    +1.0500    +1.0507    +1.0000  +5.0680e-002     14.799 
   9    0    9  6    +1.0560    +1.0500    +1.0000  +5.0040e-002     14.617 
  10    0   10  6    +1.0510    +1.0439    +1.0000  +4.3910e-002     12.906 
   2    0    2  6    +1.0450    +1.0430    +1.0000  +4.3040e-002     12.643 
  14    0   14  6    +1.0360    +1.0394    +1.0000  +3.9400e-002     11.634 
   5    0    5  6    +1.0200    +1.0275    +1.0000  +2.7510e-002      8.207 
   4    0    4  6    +1.0180    +1.0126    +1.0000  +1.2630e-002      3.826 
   3    0    3  6    +1.0100    +1.0040    +1.0000  +4.0100e-003      1.226 
--- Corrente de ramo (real)     --------------------------------------------------
   N    D    P  TP      Real     Medido   Estimado      Med-Est        rn 
----------------------------------------------------------------------------------
  75   12   13  7    +0.0132    +0.0134    +0.0000  +1.3350e-002    459.516 
  72    9   10  7    +0.0378    +0.0375    +0.0000  +3.7540e-002    393.688 
  92   10    9  7    -0.0378    -0.0376    +0.0000  -3.7570e-002    393.461 
  70    7    8  7    +0.0367    +0.0365    +0.0000  +3.6490e-002    364.679 
  90    8    7  7    -0.0367    -0.0366    +0.0000  -3.6580e-002    364.252 
  74   10   11  7    -0.0311    -0.0313    +0.0000  -3.1280e-002    361.926 
  94   11   10  7    +0.0311    +0.0313    +0.0000  +3.1320e-002    361.716 
  76   13   14  7    +0.0468    +0.0466    +0.0000  +4.6590e-002    350.468 
  96   14   13  7    -0.0468    -0.0470    +0.0000  -4.7020e-002    349.310 
  62    3    4  7    -0.2357    -0.2342    +0.0000  -2.3424e-001    345.456 
  82    4    3  7    +0.2383    +0.2363    +0.0000  +2.3631e-001    344.571 
  73    9   14  7    +0.0769    +0.0772    +0.0000  +7.7180e-002    335.744 
  93   14    9  7    -0.0769    -0.0773    +0.0000  -7.7280e-002    335.635 
  67    6   11  7    +0.0584    +0.0583    +0.0000  +5.8350e-002    325.375 
  87   11    6  7    -0.0584    -0.0589    +0.0000  -5.8910e-002    324.834 
  88   12    6  7    -0.0653    -0.0655    +0.0000  -6.5490e-002    316.164 
  68    6   12  7    +0.0653    +0.0655    +0.0000  +6.5510e-002    316.153 
  89   13    6  7    -0.1453    -0.1440    +0.0000  -1.4397e-001    312.500 
  69    6   13  7    +0.1453    +0.1448    +0.0000  +1.4478e-001    312.352 
  83    5    4  7    +0.6202    +0.6164    +0.0000  +6.1637e-001    307.937 
  63    4    5  7    -0.6202    -0.6211    +0.0000  -6.2111e-001    307.812 
  91    9    7  7    -0.2441    -0.2435    +0.0000  -2.4351e-001    306.527 
  71    7    9  7    +0.2440    +0.2457    +0.0000  +2.4572e-001    306.407 
  65    4    9  7    +0.1563    +0.1552    +0.0000  +1.5521e-001    305.322 
  85    9    4  7    -0.1514    -0.1518    +0.0000  -1.5183e-001    305.219 
  64    4    7  7    +0.2890    +0.2865    +0.0000  +2.8651e-001    304.724 
  84    7    4  7    -0.2826    -0.2847    +0.0000  -2.8467e-001    304.574 
  79    3    2  7    -0.6891    -0.6830    +0.0000  -6.8299e-001    304.359 
  59    2    3  7    +0.6959    +0.6940    +0.0000  +6.9402e-001    304.238 
  77    2    1  7    -1.4769    -1.4699    +0.0000  -1.4699e+000    303.533 
  57    1    2  7    +1.4793    +1.4832    +0.0000  +1.4832e+000    303.448 
  80    4    2  7    -0.5315    -0.5330    +0.0000  -5.3296e-001    303.410 
  60    2    4  7    +0.5361    +0.5371    +0.0000  +5.3707e-001    303.353 
  66    5    6  7    +0.4086    +0.4052    +0.0000  +4.0515e-001    303.038 
  86    6    5  7    -0.3808    -0.3823    +0.0000  -3.8228e-001    302.963 
  81    5    2  7    -0.3900    -0.3915    +0.0000  -3.9150e-001    302.805 
  61    2    5  7    +0.3943    +0.3946    +0.0000  +3.9455e-001    302.743 
  78    5    1  7    -0.7080    -0.7114    +0.0000  -7.1141e-001    302.523 
  58    1    5  7    +0.7119    +0.7156    +0.0000  +7.1563e-001    302.464 
  95   13   12  7    -0.0132    -0.0132    +0.0000  -1.3150e-002    232.941 
--- Corrente de ramo (imag)     --------------------------------------------------
   N    D    P  TP      Real     Medido   Estimado      Med-Est        rn 
----------------------------------------------------------------------------------
 104    4    7  8    +0.0447    +0.0443    -0.1100  +1.5428e-001   1202.994 
 124    7    4  8    -0.0438    -0.0434    +0.1076  -1.5096e-001   1200.855 
  98    1    5  8    -0.0343    -0.0340    +0.0246  -5.8590e-002    609.498 
 105    4    9  8    -0.0247    -0.0246    -0.0594  +3.4781e-002    468.349 
 125    9    4  8    +0.0239    +0.0239    +0.0575  -3.3590e-002    464.138 
 101    2    5  8    -0.0430    -0.0434    +0.0173  -6.0700e-002    459.070 
 117    2    1  8    -0.1369    -0.1373    +0.0264  -1.6367e-001    418.148 
 135   13   12  8    +0.0114    +0.0114    +0.0000  +1.1390e-002    389.141 
 115   12   13  8    -0.0114    -0.0115    +0.0000  -1.1480e-002    387.083 
  99    2    3  8    -0.0948    -0.0942    +0.0219  -1.1609e-001    381.441 
 114   10   11  8    +0.0245    +0.0247    +0.0000  +2.4690e-002    378.439 
 132   10    9  8    +0.0519    +0.0517    +0.0000  +5.1660e-002    378.085 
 112    9   10  8    -0.0519    -0.0517    +0.0000  -5.1720e-002    377.827 
 136   14   13  8    +0.0280    +0.0281    +0.0000  +2.8100e-002    365.796 
 116   13   14  8    -0.0280    -0.0282    +0.0000  -2.8160e-002    365.418 
 103    4    5  8    -0.0418    -0.0415    +0.0000  -4.1520e-002    343.276 
 123    5    4  8    +0.0419    +0.0417    +0.0000  +4.1660e-002    342.921 
 133   14    9  8    +0.0548    +0.0547    +0.0000  +5.4700e-002    338.619 
 113    9   14  8    -0.0548    -0.0548    +0.0000  -5.4820e-002    338.416 
 131    9    7  8    +0.1178    +0.1179    +0.0000  +1.1788e-001    329.252 
 111    7    9  8    -0.1178    -0.1182    +0.0000  -1.1819e-001    329.076 
 130    8    7  8    -0.1547    -0.1535    +0.0000  -1.5347e-001    323.977 
 110    7    8  8    +0.1546    +0.1541    +0.0000  +1.5410e-001    323.757 
 127   11    6  8    +0.0487    +0.0483    +0.0000  +4.8320e-002    321.481 
 107    6   11  8    -0.0487    -0.0488    +0.0000  -4.8810e-002    321.006 
 128   12    6  8    +0.0411    +0.0409    +0.0000  +4.0930e-002    314.035 
 108    6   12  8    -0.0411    -0.0411    +0.0000  -4.1070e-002    313.933 
 129   13    6  8    +0.1086    +0.1080    +0.0000  +1.0798e-001    307.746 
 109    6   13  8    -0.1085    -0.1090    +0.0000  -1.0896e-001    307.602 
  97    1    2  8    +0.1923    +0.1940    +0.0264  +1.6760e-001    278.077 
 119    3    2  8    +0.1390    +0.1383    +0.0219  +1.1639e-001    256.223 
 121    5    2  8    +0.0786    +0.0792    +0.0173  +6.1880e-002    241.568 
 120    4    2  8    +0.0650    +0.0645    +0.0170  +4.7490e-002    232.184 
 118    5    1  8    +0.0853    +0.0850    +0.0246  +6.0430e-002    219.543 
 134   11   10  8    -0.0245    -0.0244    +0.0000  -2.4380e-002    219.446 
 126    6    5  8    +0.1762    +0.1766    +0.2895  -1.1292e-001    195.070 
 100    2    4  8    -0.0301    -0.0299    +0.0170  -4.6900e-002    194.655 
 106    5    6  8    -0.1891    -0.1905    -0.3106  +1.2018e-001    192.474 
 102    3    4  8    +0.0092    +0.0091    +0.0064  +2.6900e-003    192.413 
 122    4    3  8    +0.0034    +0.0034    +0.0064  -2.9800e-003     52.966 
--- Injeção de corrente (real)  --------------------------------------------------
   N    D    P  TP      Real     Medido   Estimado      Med-Est        rn 
----------------------------------------------------------------------------------
  35    0    7  9    -0.0018    -0.0018    +0.0000  -1.8100e-003  29869.166 
  33    0    5  9    -0.0692    -0.0695    +0.0000  -6.9500e-002   2014.549 
  30    0    2  9    +0.1494    +0.1482    +0.0000  +1.4821e-001   1615.501 
  39    0   11  9    -0.0273    -0.0275    +0.0000  -2.7480e-002    544.695 
  34    0    6  9    -0.1119    -0.1112    +0.0000  -1.1116e-001    416.770 
  32    0    4  9    -0.4681    -0.4651    +0.0000  -4.6512e-001    385.358 
  36    0    8  9    -0.0367    -0.0365    +0.0000  -3.6460e-002    364.823 
  40    0   12  9    -0.0520    -0.0516    +0.0000  -5.1590e-002    342.977 
  41    0   13  9    -0.1118    -0.1113    +0.0000  -1.1127e-001    342.557 
  38    0   10  9    -0.0689    -0.0686    -0.0000  -6.8550e-002    332.567 
  42    0   14  9    -0.1237    -0.1231    +0.0000  -1.2307e-001    331.075 
  37    0    9  9    -0.2290    -0.2292    -0.0000  -2.2916e-001    325.882 
  31    0    3  9    -0.9248    -0.9187    +0.0000  -9.1867e-001    308.865 
  29    0    1  9    +2.1912    +2.1983    +0.0000  +2.1983e+000    303.013 
--- Injeção de corrente (imag)  --------------------------------------------------
   N    D    P  TP      Real     Medido   Estimado      Med-Est        rn 
----------------------------------------------------------------------------------
  49    0    7 10    -0.0069    -0.0070    +0.1076  -1.1456e-001  82423.440 
  47    0    5 10    +0.0166    +0.0165    -0.2687  +2.8523e-001  20426.697 
  48    0    6 10    -0.0222    -0.0222    +0.2895  -3.1174e-001  14420.788 
  46    0    4 10    +0.0466    +0.0468    -0.1459  +1.9274e-001   1913.791 
  53    0   11 10    +0.0242    +0.0241    +0.0000  +2.4060e-002    523.876 
  44    0    2 10    -0.3048    -0.3058    +0.0826  -3.8844e-001    406.173 
  54    0   12 10    +0.0297    +0.0294    +0.0000  +2.9390e-002    353.144 
